Genre,Reports,Processed_Reports,Age,Year,Gender,Nationality,Gpa_Label,Char_Count,Word_Count,Average_Word_Length,Average_Sentence_Length,Sentiment_Score,Subjectivity_Score,Sentiment_Label,Cluster,Emotion_Scores,Emotion_Polarity,Emotion_Label,Gpa_Label_Num
Student Affairs,"""I've been trying to update my personal information with the university, but the website keeps glitching and I can't get through to customer service. It's frustrating because this information is important for communication and academic purposes.""",trying update personal information university website keep glitching cant get customer service frustrating information important communication academic purpose,23,2,M,Mexico,C,159,18,7.888888888888889,159.0,0.0,0.55,Neutral,0,"(0.0, 0.55)",0.0,Neutral,2
Student Affairs,"""I recently applied for a scholarship through the university, but the application process was confusing and the instructions were unclear. It's frustrating to spend so much time on an application only to find out that I didn't meet the criteria.""",recently applied scholarship university application process confusing instruction unclear frustrating spend much time application find didnt meet criterion,21,1,F,Mexico,D,155,18,7.666666666666667,155.0,-0.12499999999999999,0.4375,Neutral,0,"(-0.12499999999999999, 0.4375)",-0.12499999999999999,Negative,1
Student Affairs,"""The university should provide more resources for students who are applying for internships and jobs. It's difficult to navigate the job market on your own, and career services is often understaffed and overworked.""",university provide resource student applying internship job difficult navigate job market career service often understaffed overworked,25,3,F,Mexico,B,134,16,7.4375,134.0,-0.5,1.0,Negative,0,"(-0.5, 1.0)",-0.5,Negative,3
Student Affairs,"""I've had issues with financial aid and scholarships, and it seems like the university is always changing their policies and requirements. It's frustrating because I rely on this support to continue my education.""",issue financial aid scholarship seems like university always changing policy requirement frustrating rely support continue education,18,5,F,Mexico,B,132,16,7.3125,132.0,-0.2,0.45,Neutral,0,"(-0.2, 0.45)",-0.2,Negative,3
Student Affairs," ""The university should prioritize mental health resources for students. It's a stressful time in our lives and it's important to have access to counseling and support services when we need it.""",university prioritize mental health resource student stressful time life important access counseling support service need,27,3,F,Mexico,C,121,15,7.133333333333334,121.0,0.15000000000000002,0.6,Positive,0,"(0.15000000000000002, 0.6)",0.15000000000000002,Positive,2
Housing and Transportation,"1. ""The cost of rent in the area around the university is just too high, and it's really hard to find affordable housing that's also close to campus.""",cost rent area around university high really hard find affordable housing thats also close campus,20,1,F,Mexico,B,97,15,5.533333333333333,97.0,-0.06583333333333334,0.5408333333333333,Negative,1,"(-0.06583333333333334, 0.5408333333333333)",-0.06583333333333334,Negative,3
Housing and Transportation,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""",commute suburb university every day public transportation system reliable enough late class several time delay cancellation,26,3,F,South Africa,F,123,16,6.75,123.0,-0.075,0.29166666666666663,Neutral,0,"(-0.075, 0.29166666666666663)",-0.075,Negative,0
Housing and Transportation,"3. ""Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.""",finding parking spot campus nearly impossible parking fee exorbitant worth bring car school,21,1,F,South Africa,F,91,13,6.076923076923077,91.0,-0.18333333333333332,0.55,Negative,0,"(-0.18333333333333332, 0.55)",-0.18333333333333332,Negative,0
Housing and Transportation,"4. ""The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.""",apartment university area often rundown poorly maintained make difficult focus studying living stressful environment,23,4,F,South Africa,B,116,14,7.357142857142857,116.0,-0.45,0.8,Negative,0,"(-0.45, 0.8)",-0.45,Negative,3
Housing and Transportation,"5. ""I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.""",take two bus train get campus trip take hour way exhausting take away study time,27,2,M,South Africa,C,80,15,4.4,80.0,-0.4,0.5,Neutral,0,"(-0.4, 0.5)",-0.4,Negative,2
Housing and Transportation,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""",traffic around campus always terrible take hour travel mile frustrating stressful,22,4,F,South Africa,F,81,11,6.454545454545454,81.0,-0.7,0.95,Negative,0,"(-0.7, 0.95)",-0.7,Negative,0
Housing and Transportation,"7. ""I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.""",looking affordable housing near campus month everything either expensive far away discouraging sure,24,2,F,South Africa,B,99,13,6.6923076923076925,99.0,0.04999999999999999,0.7472222222222222,Positive,1,"(0.04999999999999999, 0.7472222222222222)",0.04999999999999999,Positive,3
Housing and Transportation,"8. ""The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.""",public transportation system overcrowded peak hour often impossible get seat end standing entire ride campus,17,2,F,South Africa,C,108,15,6.266666666666667,108.0,-0.2222222222222222,0.5638888888888889,Negative,0,"(-0.2222222222222222, 0.5638888888888889)",-0.2222222222222222,Negative,2
Housing and Transportation,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""",housing option near campus limited many landlord take advantage high demand charging outrageous price subpar apartment,20,2,F,South Africa,B,118,16,6.4375,118.0,-0.06228571428571428,0.5165714285714286,Negative,1,"(-0.06228571428571428, 0.5165714285714286)",-0.06228571428571428,Negative,3
Housing and Transportation,"10. ""I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.""",rely public transportation get campus bus often late show frustrating make hard plan day,26,2,M,South Africa,F,88,14,5.357142857142857,88.0,-0.24791666666666667,0.5270833333333333,Negative,0,"(-0.24791666666666667, 0.5270833333333333)",-0.24791666666666667,Negative,0
Housing and Transportation,"11. ""I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.""",commute hour way get campus time money spend transportation really add,24,3,M,South Africa,D,70,11,5.454545454545454,70.0,0.2,0.2,Neutral,0,"(0.2, 0.2)",0.2,Positive,1
Housing and Transportation,"12. ""I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.""",switch apartment several time problem landlord roommate really disrupted study life,20,4,F,South Africa,C,83,11,6.636363636363637,83.0,0.1,0.1,Neutral,0,"(0.1, 0.1)",0.1,Positive,2
Housing and Transportation,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""",public transportation system shuts early evening make hard attend evening class study session,21,3,F,South Africa,B,93,13,6.230769230769231,93.0,-0.0638888888888889,0.30277777777777776,Neutral,0,"(-0.0638888888888889, 0.30277777777777776)",-0.0638888888888889,Negative,3
Housing and Transportation,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""",university provide affordable accessible housing option student especially lowincome background,25,5,F,South Africa,C,95,10,8.6,95.0,0.1875,0.6875,Positive,1,"(0.1875, 0.6875)",0.1875,Positive,2
Housing and Transportation,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""",take loan cover cost housing transportation add stress pressure student,27,5,M,South Africa,B,71,10,6.2,71.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Housing and Transportation,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""",public transportation system often overcrowded noisy make hard concentrate studying getting work done,26,3,M,South Africa,B,101,13,6.846153846153846,101.0,-0.14583333333333334,0.30416666666666664,Neutral,0,"(-0.14583333333333334, 0.30416666666666664)",-0.14583333333333334,Negative,3
Housing and Transportation,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",resort sleeping friend couch cant afford rent university area really taking toll mental health,21,4,M,South Africa,D,94,14,5.785714285714286,94.0,0.05,0.2,Neutral,0,"(0.05, 0.2)",0.05,Positive,1
Housing and Transportation,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",lack affordable safe housing option near campus serious issue university need address,24,2,M,South Africa,C,85,12,6.166666666666667,85.0,0.08888888888888889,0.5222222222222223,Positive,1,"(0.08888888888888889, 0.5222222222222223)",0.08888888888888889,Positive,2
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",miss class several time transportation issue really hurt grade overall academic performance,27,3,F,South Africa,B,91,12,6.666666666666667,91.0,0.05,0.05,Neutral,2,"(0.05, 0.05)",0.05,Positive,3
Housing and Transportation,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",university provide support resource student live offcampus especially struggling housing transportation issue,23,2,M,South Africa,B,109,12,8.166666666666666,109.0,0.06818181818181818,0.75,Positive,0,"(0.06818181818181818, 0.75)",0.06818181818181818,Positive,3
Housing and Transportation,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",high cost housing transportation barrier prevents many student pursuing higher education problem need addressed systemic level,25,3,M,South Africa,A,126,16,6.9375,126.0,0.30333333333333334,0.5133333333333333,Positive,0,"(0.30333333333333334, 0.5133333333333333)",0.30333333333333334,Positive,4
Housing and Transportation,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",long commute campus take much day much time energy left studying extracurricular activity,21,1,F,South Africa,F,89,13,5.923076923076923,89.0,0.08750000000000001,0.2,Neutral,0,"(0.08750000000000001, 0.2)",0.08750000000000001,Positive,0
Housing and Transportation,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",public transportation system often unreliable unsafe make feel anxious stressed every time,23,5,M,South Africa,A,90,12,6.583333333333333,90.0,-0.125,0.5333333333333333,Negative,0,"(-0.125, 0.5333333333333333)",-0.125,Negative,4
Housing and Transportation,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",living offcampus year finding affordable housing near university nightmare wish affordable option student,17,1,M,South Africa,C,105,13,7.153846153846154,105.0,0.1,0.4,Neutral,1,"(0.1, 0.4)",0.1,Positive,2
Housing and Transportation,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",transportation system city reliable miss multiple class due late bus train,26,4,M,South Africa,B,74,11,5.818181818181818,74.0,-0.14166666666666666,0.325,Neutral,0,"(-0.14166666666666666, 0.325)",-0.14166666666666666,Negative,3
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",frustrating pay high rent tiny apartment thats mile away university,25,1,M,South Africa,B,67,10,5.8,67.0,-0.08,0.6466666666666666,Negative,0,"(-0.08, 0.6466666666666666)",-0.08,Negative,3
Housing and Transportation,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",switch apartment multiple time landlord kept increasing rent without warning fair student already struggling make end meet,21,2,M,South Africa,B,122,17,6.235294117647059,122.0,0.35,0.45,Neutral,0,"(0.35, 0.45)",0.35,Positive,3
Housing and Transportation,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",public transportation city crowded peak hour impossible get seat,16,4,F,Yemen,B,64,9,6.222222222222222,64.0,-0.3333333333333333,0.5333333333333333,Negative,0,"(-0.3333333333333333, 0.5333333333333333)",-0.3333333333333333,Negative,3
Housing and Transportation,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",drop class bus schedule didnt line class schedule,21,3,M,Yemen,C,49,8,5.25,49.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Housing and Transportation,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",finding parking spot near university nightmare parking fee outrageous,26,4,F,Yemen,A,69,9,6.777777777777778,69.0,-0.45,0.7,Negative,0,"(-0.45, 0.7)",-0.45,Negative,4
Housing and Transportation,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",nearest grocery store 30minute bus ride away making difficult buy fresh grocery,23,3,M,Yemen,D,79,12,5.666666666666667,79.0,-0.1,0.75,Negative,0,"(-0.1, 0.75)",-0.1,Negative,1
Housing and Transportation,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",walk minute bus stop every day ideal winter month,17,4,M,Yemen,B,49,9,4.555555555555555,49.0,0.9,1.0,Positive,0,"(0.9, 1.0)",0.9,Positive,3
Housing and Transportation,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",wish university would provide affordable housing option student cant afford pay rent city,16,1,F,Yemen,A,89,13,5.923076923076923,89.0,0.0,0.0,Neutral,1,"(0.0, 0.0)",0.0,Neutral,4
Housing and Transportation,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",bus service area infrequent impossible get anywhere time,17,2,M,Yemen,B,56,8,6.125,56.0,-0.6666666666666666,1.0,Negative,0,"(-0.6666666666666666, 1.0)",-0.6666666666666666,Negative,3
Housing and Transportation,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",housing option near university limited impossible find decent place live,19,4,M,Yemen,F,72,10,6.3,72.0,-0.06701298701298701,0.5419047619047619,Negative,1,"(-0.06701298701298701, 0.5419047619047619)",-0.06701298701298701,Negative,0
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",take student loan able afford rent apartment,24,5,F,Yemen,B,44,7,5.428571428571429,44.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,3
Housing and Transportation,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",rent onebedroom apartment near university monthly student loan payment,22,3,M,Yemen,C,70,9,6.888888888888889,70.0,0.1,0.4,Neutral,0,"(0.1, 0.4)",0.1,Positive,2
Housing and Transportation,"15. ""I've had to share a room with a stranger just to be able to afford rent.""",share room stranger able afford rent,16,2,F,Yemen,A,36,6,5.166666666666667,36.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,4
Housing and Transportation,"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""",borrow money parent able pay rent transportation cost,23,2,F,Yemen,F,53,8,5.75,53.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,0
Housing and Transportation,"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""",nearest bus stop 15minute walk away apartment ideal winter month,19,5,F,Yemen,C,64,10,5.5,64.0,0.9,1.0,Positive,0,"(0.9, 1.0)",0.9,Positive,2
Housing and Transportation,"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""",university provide shuttle bus offcampus student especially peak class time,22,3,M,Yemen,D,75,10,6.6,75.0,0.0,1.0,Neutral,0,"(0.0, 1.0)",0.0,Neutral,1
Housing and Transportation,"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""",wish university would provide affordable parking option student drive class,24,3,F,Yemen,C,75,10,6.6,75.0,0.0,0.0,Neutral,1,"(0.0, 0.0)",0.0,Neutral,2
Housing and Transportation,"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""",traffic near university bad peak hour impossible get anywhere time,26,1,M,Yemen,D,66,10,5.7,66.0,-0.4222222222222222,0.6888888888888888,Negative,0,"(-0.4222222222222222, 0.6888888888888888)",-0.4222222222222222,Negative,1
Housing and Transportation,"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""",rent price near university high impossible live without roommate,20,5,F,Yemen,B,64,9,6.222222222222222,64.0,-0.06757575757575757,0.61,Negative,0,"(-0.06757575757575757, 0.61)",-0.06757575757575757,Negative,3
Housing and Transportation,"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""",move different city able afford housing transportation cost,18,2,F,Yemen,F,59,8,6.5,59.0,0.25,0.6125,Positive,0,"(0.25, 0.6125)",0.25,Positive,0
Housing and Transportation,"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""",bus stop near apartment welllit making feel unsafe wait bus night,23,2,F,Yemen,B,65,11,5.0,65.0,0.1,0.4,Neutral,0,"(0.1, 0.4)",0.1,Positive,3
Housing and Transportation,"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""",wish bike lane near university would make easier commute bike,21,5,F,Yemen,A,61,10,5.2,61.0,0.1,0.4,Neutral,0,"(0.1, 0.4)",0.1,Positive,4
Housing and Transportation,"25. ""The public transportation in my city is not accessible for students with disabilities.""",public transportation city accessible student disability,23,4,F,Yemen,B,56,6,8.5,56.0,0.1875,0.22083333333333333,Neutral,0,"(0.1875, 0.22083333333333333)",0.1875,Positive,3
Housing and Transportation,"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""",take parttime job able afford rent transportation cost,16,3,F,Yemen,C,54,8,5.875,54.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,2
Housing and Transportation,"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""",university provide affordable oncampus housing option student cant afford live offcampus,16,1,M,Yemen,D,88,11,7.090909090909091,88.0,0.13636363636363635,0.5,Neutral,1,"(0.13636363636363635, 0.5)",0.13636363636363635,Positive,1
Housing and Transportation,"28. ""I wish the university would provide more information about affordable housing options near the university.""",wish university would provide information affordable housing option near university,21,5,F,Yemen,F,83,10,7.4,83.0,0.1,0.4,Neutral,1,"(0.1, 0.4)",0.1,Positive,0
Housing and Transportation,"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""",housing option near university limited impossible find place live thats infested pest,24,3,F,Yemen,A,85,12,6.166666666666667,85.0,-0.12543290043290042,0.5107142857142857,Negative,1,"(-0.12543290043290042, 0.5107142857142857)",-0.12543290043290042,Negative,4
Housing and Transportation,"30. ""The university should provide more information about transportation options for students who live off-campus.""",university provide information transportation option student live offcampus,17,4,M,Yemen,B,75,8,8.5,75.0,0.13636363636363635,0.5,Neutral,1,"(0.13636363636363635, 0.5)",0.13636363636363635,Positive,3
Housing and Transportation,"31. ""The parking lots near the university are always full, making it impossible to find a spot.""",parking lot near university always full making impossible find spot,23,4,F,Yemen,F,67,10,5.8,67.0,-0.07222222222222223,0.65,Negative,0,"(-0.07222222222222223, 0.65)",-0.07222222222222223,Negative,0
Housing and Transportation,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",really struggling find affordable housing close campus everything seems way budget frustrating feel like compromise quality living situation able afford rent,16,4,F,Yemen,F,157,21,6.523809523809524,157.0,0.09999999999999999,0.5750000000000001,Positive,0,"(0.09999999999999999, 0.5750000000000001)",0.09999999999999999,Positive,0
Housing and Transportation,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",public transportation option area terrible bus always late overcrowded never enough taxi ridesharing service available making really difficult get class time stay top schedule,26,4,M,Yemen,F,175,24,6.333333333333333,175.0,-0.12857142857142856,0.5809523809523809,Negative,0,"(-0.12857142857142856, 0.5809523809523809)",-0.12857142857142856,Negative,0
Housing and Transportation,"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""",feel like university provide affordable housing option student fair choose living subpar condition going debt afford rent,23,5,F,Yemen,C,121,17,6.176470588235294,121.0,0.7,0.9,Positive,1,"(0.7, 0.9)",0.7,Positive,2
Housing and Transportation,"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""",car transportation option near apartment bus bus route go directly campus transfer multiple time get class huge waste time energy,24,2,M,Yemen,C,129,20,5.5,129.0,0.08000000000000002,0.34,Neutral,0,"(0.08000000000000002, 0.34)",0.08000000000000002,Positive,2
Housing and Transportation,"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""",housing market area competitive feel like constantly battling student find decent place live stressful exhausting wish option available u,25,1,M,Yemen,C,137,19,6.2631578947368425,137.0,0.060606060606060594,0.48,Neutral,1,"(0.060606060606060594, 0.48)",0.060606060606060594,Positive,2
Housing and Transportation,"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""",cost rent area astronomical already working parttime job make end meet frustrating feel like barely scraping even though fulltime student,23,2,F,Yemen,A,137,20,5.9,137.0,-0.17500000000000002,0.5,Neutral,0,"(-0.17500000000000002, 0.5)",-0.17500000000000002,Negative,4
Housing and Transportation,"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""",really disappointed state public transportation system unreliable inconvenient making really difficult stay top study extracurricular activity,17,1,M,Yemen,F,142,16,7.9375,142.0,-0.27,0.6633333333333333,Negative,0,"(-0.27, 0.6633333333333333)",-0.27,Negative,0
Housing and Transportation,"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""",feel like university incentivize landlord offer affordable housing student fair pay much place live pursuing degree,23,1,F,Yemen,D,115,16,6.25,115.0,0.3454545454545454,0.5333333333333333,Positive,0,"(0.3454545454545454, 0.5333333333333333)",0.3454545454545454,Positive,1
Housing and Transportation,"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""",lack affordable housing option area really limiting choice feel like settle place thats far away campus nice thing afford,27,2,M,Yemen,A,121,19,5.421052631578948,121.0,0.3,0.7333333333333334,Positive,1,"(0.3, 0.7333333333333334)",0.3,Positive,4
Housing and Transportation,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",rely public transportation get around bus schedule sporadic constantly running late class appointment really frustrating stressful,20,2,F,Yemen,D,130,16,7.1875,130.0,-0.175,0.475,Neutral,0,"(-0.175, 0.475)",-0.175,Negative,1
Activities and Travelling,"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""",looking way explore area around campus get know city better hard find affordable convenient transportation option wish affordable shuttle service student discount public transit,16,3,M,Yemen,C,177,24,6.416666666666667,177.0,0.06944444444444443,0.3694444444444444,Neutral,1,"(0.06944444444444443, 0.3694444444444444)",0.06944444444444443,Positive,2
Activities and Travelling,"2. ""I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.""",really interested trying new outdoor activity know start would great university offered organized trip activity like hiking kayaking could explore area student,23,3,F,Yemen,B,159,22,6.2727272727272725,159.0,0.3954545454545455,0.5681818181818182,Positive,0,"(0.3954545454545455, 0.5681818181818182)",0.3954545454545455,Positive,3
Activities and Travelling,"3. ""I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.""",feeling really burned lately think havent chance take break something fun outside class wish social event activity campus geared towards stress relief selfcare,18,4,M,Yemen,B,159,23,5.956521739130435,159.0,0.04666666666666667,0.22333333333333333,Neutral,0,"(0.04666666666666667, 0.22333333333333333)",0.04666666666666667,Positive,3
Activities and Travelling,"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",town hard time finding way around city would great university offered orientation session tour new student could feel confident comfortable navigating area,19,2,F,Yemen,B,155,22,6.090909090909091,155.0,0.3089393939393939,0.675909090909091,Positive,0,"(0.3089393939393939, 0.675909090909091)",0.3089393939393939,Positive,3
Activities and Travelling,"5. ""I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.""",interested studying abroad sure start would great university resource support student considering international program trip,23,1,M,Yemen,A,124,15,7.333333333333333,124.0,0.3875,0.5347222222222222,Positive,0,"(0.3875, 0.5347222222222222)",0.3875,Positive,4
Activities and Travelling,"6. ""I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.""",transfer student feel like missing lot traditional college experience like road trip spring break would great organized trip activity transfer student could feel connected university community,16,3,F,Yemen,B,192,26,6.423076923076923,192.0,0.20000000000000004,0.5166666666666667,Positive,0,"(0.20000000000000004, 0.5166666666666667)",0.20000000000000004,Positive,3
Activities and Travelling,"7. ""I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.""",love exploring new place trying new thing hard find time money school would great affordable accessible travel option student like student discount airfare organized weekend trip,17,1,M,Yemen,B,178,26,5.884615384615385,178.0,0.276010101010101,0.5292929292929293,Positive,0,"(0.276010101010101, 0.5292929292929293)",0.276010101010101,Positive,3
Activities and Travelling,"8. ""I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.""",interested getting involved outdoor activity adventure sport lot experience would great university offered beginnerfriendly course workshop could build skill confidence supportive environment,16,4,M,Yemen,C,191,22,7.7272727272727275,191.0,0.5166666666666667,0.75,Positive,0,"(0.5166666666666667, 0.75)",0.5166666666666667,Positive,2
Activities and Travelling,"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",interested exploring art cultural scene city sure start would great university offered organized trip event museum gallery theater could discover new thing learn student,19,5,F,Yemen,D,169,24,6.083333333333333,169.0,0.35727272727272724,0.5386868686868687,Positive,0,"(0.35727272727272724, 0.5386868686868687)",0.35727272727272724,Positive,1
Activities and Travelling,"10. ""I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.""",passionate sustainability environment would love get involved ecotourism sustainable travel would great university resource support student interested topic could learn sustainable travel option make informed choice,25,4,F,Yemen,C,215,26,7.3076923076923075,215.0,0.375,0.675,Positive,0,"(0.375, 0.675)",0.375,Positive,2
Activities and Travelling,"1. ""I went on a trip with the university's travel club, but the accommodations were terrible. The hotel was dirty and uncomfortable, and it really detracted from the overall experience.""",went trip university travel club accommodation terrible hotel dirty uncomfortable really detracted overall experience,22,5,F,Yemen,B,117,14,7.428571428571429,117.0,-0.38,0.6,Negative,0,"(-0.38, 0.6)",-0.38,Negative,3
Activities and Travelling,"2. ""I was really excited to go on a weekend trip with my friends, but the transportation ended up being a nightmare. Our bus broke down on the side of the road, and we ended up being stranded for hours.""",really excited go weekend trip friend transportation ended nightmare bus broke side road ended stranded hour,20,4,M,Yemen,B,108,16,5.8125,108.0,0.375,0.75,Positive,0,"(0.375, 0.75)",0.375,Positive,3
Activities and Travelling,"3. ""I wish there were more affordable travel options for students. It's hard to justify spending a ton of money on a trip when we're already struggling to make ends meet with tuition and living expenses.""",wish affordable travel option student hard justify spending ton money trip already struggling make end meet tuition living expense,21,2,F,Indonesia,F,130,19,5.894736842105263,130.0,-0.2916666666666667,0.5416666666666666,Negative,0,"(-0.2916666666666667, 0.5416666666666666)",-0.2916666666666667,Negative,0
Activities and Travelling,"4. ""I love exploring new places and trying new things, but it's hard to do that on a student budget. I wish there were more free or low-cost activities available in the area.""",love exploring new place trying new thing hard student budget wish free lowcost activity available area,20,2,F,Indonesia,C,103,16,5.5,103.0,0.21351010101010104,0.5417929292929292,Positive,0,"(0.21351010101010104, 0.5417929292929292)",0.21351010101010104,Positive,2
Activities and Travelling,"5. ""I went on a trip to a nearby city with the school's travel program, but I felt like we didn't get to see as much as we could have. The itinerary was too packed, and we didn't have enough time to really explore and enjoy each location.""",went trip nearby city school travel program felt like didnt get see much could itinerary packed didnt enough time really explore enjoy location,26,4,M,Indonesia,C,143,23,5.260869565217392,143.0,0.2,0.35,Neutral,0,"(0.2, 0.35)",0.2,Positive,2
